,Genes,Target_type
3059,CCND2,tbx5_direct
3060,EFR3B,tbx5_direct
3061,GRIA1,tbx5_direct
3062,UBC,tbx5_direct
3063,DIAPH3,tbx5_direct
3064,SLC38A2,tbx5_direct
3065,AKAP13,tbx5_direct
3066,MYPN,tbx5_direct
3067,AMOTL2,tbx5_direct
3068,PARK2,tbx5_direct
3069,LPCAT4,tbx5_direct
3070,BHLHE40,tbx5_direct
3071,CNTNAP2,tbx5_direct
3072,LATS2,tbx5_direct
3073,SRRM4,tbx5_direct
3074,SLC39A10,tbx5_direct
3075,MFGE8,tbx5_direct
3076,GADD45A,tbx5_direct
3077,C1orf105,tbx5_direct
3078,ANXA3,tbx5_direct
3079,ADPRHL1,tbx5_direct
3080,NRP1,tbx5_direct
3081,TLN2,tbx5_direct
3082,GADL1,tbx5_direct
3083,DECR1,tbx5_direct
3084,DGKB,tbx5_direct
3085,ARSJ,tbx5_direct
3086,PHF17,tbx5_direct
3087,HSPB1,tbx5_direct
3088,DAG1,tbx5_direct
3089,DOK6,tbx5_direct
3090,AUTS2,tbx5_direct
3091,COL14A1,tbx5_direct
3092,PPAP2B,tbx5_direct
3093,PDGFRA,tbx5_direct
3094,FAM189A2,tbx5_direct
3095,BCL11A,tbx5_direct
3096,COL23A1,tbx5_direct
3097,RIMKLA,tbx5_direct
3098,INPP4B,tbx5_direct
3099,SH3PXD2A,tbx5_direct
3100,TMEM163,tbx5_direct
3101,FRMD5,tbx5_direct
3102,PLCL1,tbx5_direct
3103,SCIN,tbx5_direct
3104,DNAH11,tbx5_direct
3105,RND3,tbx5_direct
3106,VCL,tbx5_direct
3107,MAP1B,tbx5_direct
3108,ADAMTS8,tbx5_direct
3109,ENOX2,tbx5_direct
3110,EIF2AK3,tbx5_direct
3111,SPRY4,tbx5_direct
3112,CNTN5,tbx5_direct
3113,OSBPL8,tbx5_direct
3114,EDNRA,tbx5_direct
3115,HSPB3,tbx5_direct
3116,KIF14,tbx5_direct
3117,SH3BP4,tbx5_direct
3118,TMTC2,tbx5_direct
3119,HAND2,tbx5_direct
3120,IRS1,tbx5_direct
3121,EXOC6B,tbx5_direct
3122,CYB5R1,tbx5_direct
3123,MAPK4,tbx5_direct
3124,MEF2C,tbx5_direct
3125,TMEM51,tbx5_direct
3126,FITM1,tbx5_direct
3127,DOK5,tbx5_direct
3128,UNC45B,tbx5_direct
3129,NFKBIZ,tbx5_direct
3130,ACACB,tbx5_direct
3131,SLC4A4,tbx5_direct
3132,PPP3CC,tbx5_direct
3133,ATF3,tbx5_direct
3134,LARP6,tbx5_direct
3135,TNFAIP1,tbx5_direct
3136,WDR35,tbx5_direct
3137,CRISPLD2,tbx5_direct
3138,ATP11A,tbx5_direct
3139,EZR,tbx5_direct
3140,PHACTR2,tbx5_direct
3141,DSP,tbx5_direct
3142,PITPNA,tbx5_direct
3143,CAB39L,tbx5_direct
3144,PRKAB2,tbx5_direct
3145,LMO7,tbx5_direct
3146,ZNF292,tbx5_direct
3147,KLHL20,tbx5_direct
3148,PLCB1,tbx5_direct
3149,SYNPR,tbx5_direct
3150,SCN5A,tbx5_direct
3151,KIAA0528,tbx5_direct
3152,FGF18,tbx5_direct
3153,C3orf37,tbx5_direct
3154,PLCB2,tbx5_direct
3155,TXNDC9,tbx5_direct
3156,ITGAV,tbx5_direct
3157,RGS3,tbx5_direct
3158,C18orf1,tbx5_direct
3159,PFKP,tbx5_direct
3160,OTOGL,tbx5_direct
3161,KCTD20,tbx5_direct
3162,KANK1,tbx5_direct
3163,PCDH9,tbx5_direct
3164,HCN4,tbx5_direct
3165,TTC9,tbx5_direct
3166,DDAH1,tbx5_direct
3167,ANO5,tbx5_direct
3168,KCNJ3,tbx5_direct
3169,ZNF521,tbx5_direct
3170,GPRIN3,tbx5_direct
3171,LAMA2,tbx5_direct
3172,EDNRB,tbx5_direct
3173,ASTN1,tbx5_direct
3174,MYO10,tbx5_direct
3175,CD44,tbx5_direct
3176,CCND1,tbx5_direct
3177,SRGAP1,tbx5_direct
3178,PAPPA,tbx5_direct
3179,STRA6,tbx5_direct
3180,FREM2,tbx5_direct
3181,CCNG1,tbx5_direct
3182,RPS3,tbx5_direct
3183,MED12L,tbx5_direct
3184,WNK2,tbx5_direct
3185,DNAH5,tbx5_direct
3186,MCAM,tbx5_direct
3187,OSBPL10,tbx5_direct
3188,PARVA,tbx5_direct
3189,SH3GLB1,tbx5_direct
3190,SLC38A1,tbx5_direct
3191,RTN4,tbx5_direct
3192,SMTNL2,tbx5_direct
3193,TPM1,tbx5_direct
3194,UACA,tbx5_direct
3195,AHNAK2,tbx5_direct
3196,GATA6,tbx5_direct
3197,EIF2S2,tbx5_direct
3198,KCNJ5,tbx5_direct
3199,LRRFIP1,tbx5_direct
3200,MYL12A,tbx5_direct
3201,HOOK1,tbx5_direct
3202,PLEKHA5,tbx5_direct
3203,ACTN1,tbx5_direct
3204,ABCB4,tbx5_direct
3205,CLMN,tbx5_direct
3206,EFNB3,tbx5_direct
3207,TRPM3,tbx5_direct
3208,SLC7A5,tbx5_direct
3209,TENC1,tbx5_direct
3210,IGFBP5,tbx5_direct
3211,RAB2A,tbx5_direct
3212,HDAC9,tbx5_direct
3213,DACT1,tbx5_direct
3214,WBSCR17,tbx5_direct
3215,RAI14,tbx5_direct
3216,UBE4B,tbx5_direct
3217,NETO1,tbx5_direct
3218,YARS,tbx5_direct
3219,MYLK,tbx5_direct
3220,TJP1,tbx5_direct
3221,FABP2,tbx5_direct
3222,MYLK3,tbx5_direct
3223,CACNA1G,tbx5_direct
3224,ERC2,tbx5_direct
3225,CTNND2,tbx5_direct
3226,NPPA,tbx5_direct
3227,LBH,tbx5_direct
3228,CPNE4,tbx5_direct
3229,ILDR2,tbx5_direct
3230,CACNA1D,tbx5_direct
3231,IRS2,tbx5_direct
3232,CORO6,tbx5_direct
3233,UBE2N,tbx5_direct
3234,FOSL2,tbx5_direct
3235,RASSF8,tbx5_direct
3236,TBX20,tbx5_direct
3237,ITGB1,tbx5_direct
3238,TGFB2,tbx5_direct
3239,FAM129A,tbx5_direct
3240,LRBA,tbx5_direct
3241,DIXDC1,tbx5_direct
3242,DES,tbx5_direct
3243,ADAMTS9,tbx5_direct
3244,DTNA,tbx5_direct
3245,EPS15,tbx5_direct
3246,KCNN2,tbx5_direct
3247,LYZL4,tbx5_direct
3248,BNC2,tbx5_direct
3249,COL5A2,tbx5_direct
3250,NRXN1,tbx5_direct
3251,GNG5,tbx5_direct
3252,HEG1,tbx5_direct
3253,RXRG,tbx5_direct
3254,XPO4,tbx5_direct
3255,RICTOR,tbx5_direct
3256,SPTLC3,tbx5_direct
3257,SYNPO2,tbx5_direct
3258,SGPP2,tbx5_direct
3259,LTBP1,tbx5_direct
3260,ATP8A1,tbx5_direct
3261,TNIK,tbx5_direct
3262,MID1,tbx5_direct
3263,MGP,tbx5_direct
3264,FAM5C,tbx5_direct
3265,TRH,tbx5_direct
3266,ADM,tbx5_direct
3267,MAP2K6,tbx5_direct
3268,SCUBE3,tbx5_direct
3269,PPFIBP1,tbx5_direct
3270,CYFIP2,tbx5_direct
3271,TLL1,tbx5_direct
3272,PDLIM7,tbx5_direct
3273,CDH10,tbx5_direct
3274,ZNF385D,tbx5_direct
3275,PALM2-AKAP2,tbx5_direct
3276,SH3RF1,tbx5_direct
3277,IL17B,tbx5_direct
3278,PPP1R3B,tbx5_direct
3279,ALS2CR8,tbx5_direct
3280,PCGF5,tbx5_direct
3281,VAT1L,tbx5_direct
3282,FBXO3,tbx5_direct
3283,RFTN1,tbx5_direct
3284,ATP2B4,tbx5_direct
3285,ACTN4,tbx5_direct
3286,HIST1H1E,tbx5_direct
3287,TEAD3,tbx5_direct
3288,LRRTM4,tbx5_direct
3289,KALRN,tbx5_direct
3290,SOBP,tbx5_direct
3291,H1FX,tbx5_direct
3292,CRLS1,tbx5_direct
3293,ANO6,tbx5_direct
3294,HEY2,tbx5_direct
3295,MYH9,tbx5_direct
3296,VLDLR,tbx5_direct
3297,RPS6KA5,tbx5_direct
3298,PAK6,tbx5_direct
3299,XRCC4,tbx5_direct
3300,LEPREL1,tbx5_direct
3301,ANGPT1,tbx5_direct
3302,TMEM176B,tbx5_direct
3303,ALDOA,tbx5_direct
3304,IL1RAP,tbx5_direct
3305,MAN2A1,tbx5_direct
3306,EHD3,tbx5_direct
3307,DHRS3,tbx5_direct
3308,PREX2,tbx5_direct
3309,ADAM19,tbx5_direct
3310,LRIG1,tbx5_direct
3311,HSPA12A,tbx5_direct
3312,SORBS2,tbx5_direct
3313,HABP4,tbx5_direct
3314,FLNC,tbx5_direct
3315,SLC2A1,tbx5_direct
3316,FHL2,tbx5_direct
3317,PCDH7,tbx5_direct
3318,PIK3CA,tbx5_direct
3319,CACNA1B,tbx5_direct
3320,PTPRK,tbx5_direct
3321,PBX3,tbx5_direct
3322,ADAMTS6,tbx5_direct
3323,C10orf71,tbx5_direct
3324,UNC5C,tbx5_direct
3325,CACNB2,tbx5_direct
3326,AK1,tbx5_direct
3327,ACTC1,tbx5_direct
3328,ERC1,tbx5_direct
3329,SPOCK1,tbx5_direct
3330,KCND3,tbx5_direct
3331,MYOZ2,tbx5_direct
3332,VMP1,tbx5_direct
3333,PEA15,tbx5_direct
3334,VCP,tbx5_direct
3335,SCP2,tbx5_direct
3336,TSC22D2,tbx5_direct
3337,SLC16A12,tbx5_direct
3338,TNFRSF19,tbx5_direct
3339,TSPAN13,tbx5_direct
3340,CASQ2,tbx5_direct
3341,THRB,tbx5_direct
3342,BCO2,tbx5_direct
3343,RCAN2,tbx5_direct
3344,LYPD6B,tbx5_direct
3345,YPEL2,tbx5_direct
3346,PPFIA2,tbx5_direct
3347,HEPH,tbx5_direct
3348,HMGCLL1,tbx5_direct
3349,ADAMTS1,tbx5_direct
3350,ARHGAP29,tbx5_direct
3351,BICD1,tbx5_direct
3352,ABCA8,tbx5_direct
3353,UBR4,tbx5_direct
3354,SEMA6D,tbx5_direct
3355,C2orf29,tbx5_direct
3356,LIMS1,tbx5_direct
3357,SFRP5,tbx5_direct
3358,PPPDE1,tbx5_direct
3359,VCAM1,tbx5_direct
3360,SPTBN1,tbx5_direct
3361,GALNTL4,tbx5_direct
3362,GRK5,tbx5_direct
3363,GLI2,tbx5_direct
3364,THBS1,tbx5_direct
3365,ADAM9,tbx5_direct
3366,CHRM2,tbx5_direct
3367,CYP51A1,tbx5_direct
3368,PLXNA4,tbx5_direct
3369,TRIB1,tbx5_direct
3370,TNC,tbx5_direct
3371,SYNE1,tbx5_direct
3372,SYNPO2L,tbx5_direct
3373,SDC2,tbx5_direct
3374,FBXO32,tbx5_direct
3375,ESRRG,tbx5_direct
3376,PAG1,tbx5_direct
3377,TNS1,tbx5_direct
3378,MASP1,tbx5_direct
3379,LDHA,tbx5_direct
3380,MTPN,tbx5_direct
3381,FGF12,tbx5_direct
3382,KIAA0319,tbx5_direct
3383,EPB41L4A,tbx5_direct
3384,HSPG2,tbx5_direct
3385,SH3D19,tbx5_direct
3386,DUSP6,tbx5_direct
3387,HIF3A,tbx5_direct
3388,RSU1,tbx5_direct
3389,KRT8,tbx5_direct
3390,CITED2,tbx5_direct
3391,NEXN,tbx5_direct
3392,IL6ST,tbx5_direct
3393,ACVR2B,tbx5_direct
3394,PLEKHO1,tbx5_direct
3395,LRRC1,tbx5_direct
3396,ATP1B1,tbx5_direct
3397,PTRF,tbx5_direct
3398,DGKI,tbx5_direct
3399,WSB1,tbx5_direct
3400,ZMAT4,tbx5_direct
3401,,tbx5_direct
3402,MLLT11,tbx5_direct
3403,TUBA1C,tbx5_direct
3404,ESR1,tbx5_direct
3405,SUCLG2,tbx5_direct
3406,ERG,tbx5_direct
3407,TRIO,tbx5_direct
3408,PPAP2A,tbx5_direct
3409,ODAM,tbx5_direct
3410,RRAS,tbx5_direct
3411,CEP290,tbx5_direct
3412,ETV1,tbx5_direct
3413,MAP2K1,tbx5_direct
3414,PPP3CA,tbx5_direct
3415,NCKAP5,tbx5_direct
3416,MYOM2,tbx5_direct
3417,FBXO25,tbx5_direct
3418,CLEC2D,tbx5_direct
3419,MAMLD1,tbx5_direct
3420,PDLIM5,tbx5_direct
3421,LIX1,tbx5_direct
3422,PKP2,tbx5_direct
3423,RAB17,tbx5_direct
3424,MYL12B,tbx5_direct
3425,STX11,tbx5_direct
3426,MYL7,tbx5_direct
3427,SYNM,tbx5_direct
3428,CFL2,tbx5_direct
3429,DUSP14,tbx5_direct
3430,LRRC4,tbx5_direct
3431,RUSC2,tbx5_direct
3432,CCDC60,tbx5_direct
3433,FAM13C,tbx5_direct
3434,LAMA4,tbx5_direct
3435,KCTD10,tbx5_direct
3436,STK38L,tbx5_direct
3437,CASZ1,tbx5_direct
3438,MYOM1,tbx5_direct
3439,TET1,tbx5_direct
3440,YWHAQ,tbx5_direct
3441,PLD5,tbx5_direct
3442,CAMK2D,tbx5_direct
3443,DDIT4,tbx5_direct
3444,LIN9,tbx5_direct
3445,B3GNT2,tbx5_direct
3446,MURC,tbx5_direct
3447,NT5C2,tbx5_direct
3448,VWC2,tbx5_direct
3449,CYB5A,tbx5_direct
3450,DNMT3B,tbx5_direct
3451,SLC7A2,tbx5_direct
3452,CSRP1,tbx5_direct
3453,PPP1R3E,tbx5_direct
3454,GAS7,tbx5_direct
3455,RYR2,tbx5_direct
3456,NID2,tbx5_direct
3457,IGFBP4,tbx5_direct
3458,BCAR1,tbx5_direct
3459,GJA3,tbx5_direct
3460,MARK1,tbx5_direct
3461,LPP,tbx5_direct
3462,LMNA,tbx5_direct
3463,XIRP2,tbx5_direct
3464,TSHZ2,tbx5_direct
3465,SLC22A23,tbx5_direct
3466,PSMD1,tbx5_direct
3467,CRYAB,tbx5_direct
3468,WNT11,tbx5_direct
3469,KLF12,tbx5_direct
3470,COL18A1,tbx5_direct
3471,CSRP3,tbx5_direct
3472,EIF4EBP1,tbx5_direct
3473,RARB,tbx5_direct
3474,RAB31,tbx5_direct
3475,CADPS,tbx5_direct
3476,RASAL2,tbx5_direct
3477,TRIM9,tbx5_direct
3478,CORIN,tbx5_direct
3479,NUTF2,tbx5_direct
3480,TECRL,tbx5_direct
3481,EPDR1,tbx5_direct
3482,ADD2,tbx5_direct
3483,ROBO1,tbx5_direct
3484,TRPV1,tbx5_direct
3485,TMEM117,tbx5_direct
3486,ASAH1,tbx5_direct
3487,CDH13,tbx5_direct
3488,CENPF,tbx5_direct
3489,C5orf32,tbx5_direct
3490,PDLIM1,tbx5_direct
3491,ITGA9,tbx5_direct
3492,EXOG,tbx5_direct
3493,NUDT4,tbx5_direct
3494,RPL23,tbx5_direct
3495,NFE2L1,tbx5_direct
3496,TMEM71,tbx5_direct
3497,KIRREL,tbx5_direct
3498,CHRDL2,tbx5_direct
3499,PID1,tbx5_direct
3500,C1orf115,tbx5_direct
3501,CTIF,tbx5_direct
3502,CELF2,tbx5_direct
3503,FER1L6,tbx5_direct
3504,ALPK3,tbx5_direct
3505,PICALM,tbx5_direct
3506,RBMS3,tbx5_direct
3507,SFRP1,tbx5_direct
3508,TARS,tbx5_direct
3509,VSNL1,tbx5_direct
3510,NEDD9,tbx5_direct
3511,MGST3,tbx5_direct
3512,KIFAP3,tbx5_direct
3513,FRAS1,tbx5_direct
3514,CASD1,tbx5_direct
3515,FBXO40,tbx5_direct
3516,GPR98,tbx5_direct
3517,TACC2,tbx5_direct
3518,LARGE,tbx5_direct
3519,IL1RAPL1,tbx5_direct
3520,SMPX,tbx5_direct
3521,ADAM11,tbx5_direct
3522,RPA1,tbx5_direct
3523,CNN1,tbx5_direct
3524,SHROOM2,tbx5_direct
3525,FGF1,tbx5_direct
3526,ZNF217,tbx5_direct
3527,IFRD1,tbx5_direct
3528,PALLD,tbx5_direct
3529,TIAM1,tbx5_direct
3530,FSD2,tbx5_direct
3531,CPEB4,tbx5_direct
3532,NTN4,tbx5_direct
3533,EPHB2,tbx5_direct
3534,GABBR2,tbx5_direct
3535,PDGFB,tbx5_direct
3536,CTNNA1,tbx5_direct
3537,DNAJB5,tbx5_direct
3538,C4orf29,tbx5_direct
3539,RAPGEF2,tbx5_direct
3540,PHLDB2,tbx5_direct
3541,SLIT3,tbx5_direct
3542,CTTNBP2,tbx5_direct
3543,RNF150,tbx5_direct
3544,ENPP1,tbx5_direct
3545,WEE1,tbx5_direct
3546,CEP192,tbx5_direct
3547,MGAT4C,tbx5_direct
3548,ZNF423,tbx5_direct
3549,LMOD2,tbx5_direct
3550,PFKM,tbx5_direct
3551,MOXD1,tbx5_direct
3552,LGALS3,tbx5_direct
3553,MBNL2,tbx5_direct
3554,CELSR1,tbx5_direct
3555,AGPAT9,tbx5_direct
3556,NTRK3,tbx5_direct
3557,ITPRIP,tbx5_direct
3558,DHRS7C,tbx5_direct
3559,SYNPO,tbx5_direct
3560,ILK,tbx5_direct
3561,ANK3,tbx5_direct
3562,DLG2,tbx5_direct
3563,DNAH6,tbx5_direct
3564,C1orf114,tbx5_direct
3565,UGP2,tbx5_direct
3566,RNF144A,tbx5_direct
3567,C1orf198,tbx5_direct
3568,DYSF,tbx5_direct
3569,FREM1,tbx5_direct
3570,LRP10,tbx5_direct
3571,ADCY5,tbx5_direct
3572,PDE10A,tbx5_direct
3573,CKMT2,tbx5_direct
3574,FAT3,tbx5_direct
3575,HTR4,tbx5_direct
3576,ASTN1,gata4_tbx5_combo_targets
3577,CD44,gata4_tbx5_combo_targets
3578,PDZRN4,gata4_tbx5_combo_targets
3579,MAP4,gata4_tbx5_combo_targets
3580,LRRN4,gata4_tbx5_combo_targets
3581,SRGAP1,gata4_tbx5_combo_targets
3582,PCSK5,gata4_tbx5_combo_targets
3583,PAPPA,gata4_tbx5_combo_targets
3584,HMGCS1,gata4_tbx5_combo_targets
3585,CCNG1,gata4_tbx5_combo_targets
3586,IGSF3,gata4_tbx5_combo_targets
3587,MTUS1,gata4_tbx5_combo_targets
3588,HCN1,gata4_tbx5_combo_targets
3589,SH3GLB1,gata4_tbx5_combo_targets
3590,SLC38A1,gata4_tbx5_combo_targets
3591,RTN4,gata4_tbx5_combo_targets
3592,SMURF2,gata4_tbx5_combo_targets
3593,SMTNL2,gata4_tbx5_combo_targets
3594,UTRN,gata4_tbx5_combo_targets
3595,CSMD1,gata4_tbx5_combo_targets
3596,TPM1,gata4_tbx5_combo_targets
3597,UACA,gata4_tbx5_combo_targets
3598,SEMA6A,gata4_tbx5_combo_targets
3599,GATA6,gata4_tbx5_combo_targets
3600,EIF2S2,gata4_tbx5_combo_targets
3601,BMP5,gata4_tbx5_combo_targets
3602,KCNJ5,gata4_tbx5_combo_targets
3603,LRRFIP1,gata4_tbx5_combo_targets
3604,LPHN3,gata4_tbx5_combo_targets
3605,CDC42EP3,gata4_tbx5_combo_targets
3606,ACTN1,gata4_tbx5_combo_targets
3607,CLMN,gata4_tbx5_combo_targets
3608,ZNF385B,gata4_tbx5_combo_targets
3609,SLC7A5,gata4_tbx5_combo_targets
3610,ACE2,gata4_tbx5_combo_targets
3611,JUN,gata4_tbx5_combo_targets
3612,HDAC9,gata4_tbx5_combo_targets
3613,DACT1,gata4_tbx5_combo_targets
3614,RAI14,gata4_tbx5_combo_targets
3615,KCNH7,gata4_tbx5_combo_targets
3616,YARS,gata4_tbx5_combo_targets
3617,SORCS1,gata4_tbx5_combo_targets
3618,TJP1,gata4_tbx5_combo_targets
3619,MYLK3,gata4_tbx5_combo_targets
3620,FLNB,gata4_tbx5_combo_targets
3621,ERC2,gata4_tbx5_combo_targets
3622,CTNND2,gata4_tbx5_combo_targets
3623,NPPA,gata4_tbx5_combo_targets
3624,LBH,gata4_tbx5_combo_targets
3625,CPNE4,gata4_tbx5_combo_targets
3626,CACNA1D,gata4_tbx5_combo_targets
3627,UBE2N,gata4_tbx5_combo_targets
3628,TMTC1,gata4_tbx5_combo_targets
3629,TBX20,gata4_tbx5_combo_targets
3630,TBX5,gata4_tbx5_combo_targets
3631,RUNX1,gata4_tbx5_combo_targets
3632,LRBA,gata4_tbx5_combo_targets
3633,DIXDC1,gata4_tbx5_combo_targets
3634,TRPC3,gata4_tbx5_combo_targets
3635,ADAMTS9,gata4_tbx5_combo_targets
3636,DTNA,gata4_tbx5_combo_targets
3637,EPS15,gata4_tbx5_combo_targets
3638,KCNN2,gata4_tbx5_combo_targets
3639,BNC2,gata4_tbx5_combo_targets
3640,PARM1,gata4_tbx5_combo_targets
3641,COL5A2,gata4_tbx5_combo_targets
3642,HAND1,gata4_tbx5_combo_targets
3643,NRXN1,gata4_tbx5_combo_targets
3644,RXRG,gata4_tbx5_combo_targets
3645,XPO4,gata4_tbx5_combo_targets
3646,TEAD4,gata4_tbx5_combo_targets
3647,ARHGAP31,gata4_tbx5_combo_targets
3648,LTBP1,gata4_tbx5_combo_targets
3649,ATP8A1,gata4_tbx5_combo_targets
3650,SLC25A23,gata4_tbx5_combo_targets
3651,MID1,gata4_tbx5_combo_targets
3652,ADM,gata4_tbx5_combo_targets
3653,MAP2K6,gata4_tbx5_combo_targets
3654,PPFIBP1,gata4_tbx5_combo_targets
3655,SULF2,gata4_tbx5_combo_targets
3656,GABRB3,gata4_tbx5_combo_targets
3657,CYFIP2,gata4_tbx5_combo_targets
3658,PLOD2,gata4_tbx5_combo_targets
3659,PDLIM7,gata4_tbx5_combo_targets
3660,PALM2-AKAP2,gata4_tbx5_combo_targets
3661,SH3RF1,gata4_tbx5_combo_targets
3662,SLC28A3,gata4_tbx5_combo_targets
3663,PPP1R3B,gata4_tbx5_combo_targets
3664,DLGAP4,gata4_tbx5_combo_targets
3665,WNT5B,gata4_tbx5_combo_targets
3666,DUSP5,gata4_tbx5_combo_targets
3667,FRMD3,gata4_tbx5_combo_targets
3668,EPHA7,gata4_tbx5_combo_targets
3669,ANO10,gata4_tbx5_combo_targets
3670,ITGB5,gata4_tbx5_combo_targets
3671,TRANK1,gata4_tbx5_combo_targets
3672,BAG3,gata4_tbx5_combo_targets
3673,PCGF5,gata4_tbx5_combo_targets
3674,FBXO3,gata4_tbx5_combo_targets
3675,RFTN1,gata4_tbx5_combo_targets
3676,ATP2B4,gata4_tbx5_combo_targets
3677,KCNQ3,gata4_tbx5_combo_targets
3678,FERMT1,gata4_tbx5_combo_targets
3679,SSR3,gata4_tbx5_combo_targets
3680,PPP1R1A,gata4_tbx5_combo_targets
3681,MYL4,gata4_tbx5_combo_targets
3682,SHISA3,gata4_tbx5_combo_targets
3683,YWHAG,gata4_tbx5_combo_targets
3684,CFLAR,gata4_tbx5_combo_targets
3685,KALRN,gata4_tbx5_combo_targets
3686,COL12A1,gata4_tbx5_combo_targets
3687,NRAP,gata4_tbx5_combo_targets
3688,SOBP,gata4_tbx5_combo_targets
3689,SH3RF2,gata4_tbx5_combo_targets
3690,CRLS1,gata4_tbx5_combo_targets
3691,SUSD5,gata4_tbx5_combo_targets
3692,ANO6,gata4_tbx5_combo_targets
3693,ODZ4,gata4_tbx5_combo_targets
3694,SAMD4A,gata4_tbx5_combo_targets
3695,HECW2,gata4_tbx5_combo_targets
3696,RPS6KA5,gata4_tbx5_combo_targets
3697,TCEA3,gata4_tbx5_combo_targets
3698,FNDC3B,gata4_tbx5_combo_targets
3699,PPP1R14C,gata4_tbx5_combo_targets
3700,XRCC4,gata4_tbx5_combo_targets
3701,KCNJ6,gata4_tbx5_combo_targets
3702,LEPREL1,gata4_tbx5_combo_targets
3703,ANGPT1,gata4_tbx5_combo_targets
3704,XIRP1,gata4_tbx5_combo_targets
3705,CDCA7L,gata4_tbx5_combo_targets
3706,CBLB,gata4_tbx5_combo_targets
3707,ABLIM3,gata4_tbx5_combo_targets
3708,IL1RAP,gata4_tbx5_combo_targets
3709,MFN2,gata4_tbx5_combo_targets
3710,SPTAN1,gata4_tbx5_combo_targets
3711,PDZRN3,gata4_tbx5_combo_targets
3712,ADAM19,gata4_tbx5_combo_targets
3713,DPY19L4,gata4_tbx5_combo_targets
3714,MTUS2,gata4_tbx5_combo_targets
3715,SORBS2,gata4_tbx5_combo_targets
3716,HABP4,gata4_tbx5_combo_targets
3717,NEK7,gata4_tbx5_combo_targets
3718,PPP1R15A,gata4_tbx5_combo_targets
3719,CACHD1,gata4_tbx5_combo_targets
3720,FLNC,gata4_tbx5_combo_targets
3721,C1orf21,gata4_tbx5_combo_targets
3722,FHL2,gata4_tbx5_combo_targets
3723,PCDH7,gata4_tbx5_combo_targets
3724,SLCO3A1,gata4_tbx5_combo_targets
3725,PIK3CA,gata4_tbx5_combo_targets
3726,P2RY14,gata4_tbx5_combo_targets
3727,OSBPL9,gata4_tbx5_combo_targets
3728,DPYSL3,gata4_tbx5_combo_targets
3729,AHNAK,gata4_tbx5_combo_targets
3730,PPFIA4,gata4_tbx5_combo_targets
3731,ATP6V0A1,gata4_tbx5_combo_targets
3732,PTPRK,gata4_tbx5_combo_targets
3733,ADAMTS6,gata4_tbx5_combo_targets
3734,FERMT2,gata4_tbx5_combo_targets
3735,C10orf71,gata4_tbx5_combo_targets
3736,C15orf41,gata4_tbx5_combo_targets
3737,L3MBTL4,gata4_tbx5_combo_targets
3738,UNC5C,gata4_tbx5_combo_targets
3739,TRDN,gata4_tbx5_combo_targets
3740,EDIL3,gata4_tbx5_combo_targets
3741,CACNB2,gata4_tbx5_combo_targets
3742,PAM,gata4_tbx5_combo_targets
3743,ACTC1,gata4_tbx5_combo_targets
3744,ERC1,gata4_tbx5_combo_targets
3745,FAM83B,gata4_tbx5_combo_targets
3746,SPOCK1,gata4_tbx5_combo_targets
3747,DNAJC15,gata4_tbx5_combo_targets
3748,MYOZ2,gata4_tbx5_combo_targets
3749,VMP1,gata4_tbx5_combo_targets
3750,NFIA,gata4_tbx5_combo_targets
3751,SCP2,gata4_tbx5_combo_targets
3752,TSC22D2,gata4_tbx5_combo_targets
3753,TNFRSF19,gata4_tbx5_combo_targets
3754,KIAA0020,gata4_tbx5_combo_targets
3755,TSPAN13,gata4_tbx5_combo_targets
3756,CDK14,gata4_tbx5_combo_targets
3757,CASP9,gata4_tbx5_combo_targets
3758,ANTXR2,gata4_tbx5_combo_targets
3759,THRB,gata4_tbx5_combo_targets
3760,BCO2,gata4_tbx5_combo_targets
3761,RCAN2,gata4_tbx5_combo_targets
3762,LYPD6B,gata4_tbx5_combo_targets
3763,YPEL2,gata4_tbx5_combo_targets
3764,PRUNE2,gata4_tbx5_combo_targets
3765,EIF1B,gata4_tbx5_combo_targets
3766,HEPH,gata4_tbx5_combo_targets
3767,ARHGAP29,gata4_tbx5_combo_targets
3768,CFTR,gata4_tbx5_combo_targets
3769,NUAK1,gata4_tbx5_combo_targets
3770,ADAMTS19,gata4_tbx5_combo_targets
3771,UBR4,gata4_tbx5_combo_targets
3772,PDE3A,gata4_tbx5_combo_targets
3773,PIM1,gata4_tbx5_combo_targets
3774,COMMD1,gata4_tbx5_combo_targets
3775,SEMA6D,gata4_tbx5_combo_targets
3776,C2orf29,gata4_tbx5_combo_targets
3777,NELL1,gata4_tbx5_combo_targets
3778,LIMS1,gata4_tbx5_combo_targets
3779,SFRP5,gata4_tbx5_combo_targets
3780,VCAM1,gata4_tbx5_combo_targets
3781,UHRF1BP1,gata4_tbx5_combo_targets
3782,RCAN1,gata4_tbx5_combo_targets
3783,SPTBN1,gata4_tbx5_combo_targets
3784,GALNTL4,gata4_tbx5_combo_targets
3785,ICA1,gata4_tbx5_combo_targets
3786,GRK5,gata4_tbx5_combo_targets
3787,BIK,gata4_tbx5_combo_targets
3788,ENOX1,gata4_tbx5_combo_targets
3789,POPDC2,gata4_tbx5_combo_targets
3790,CYP51A1,gata4_tbx5_combo_targets
3791,PLXNA4,gata4_tbx5_combo_targets
3792,EFNA5,gata4_tbx5_combo_targets
3793,ABLIM1,gata4_tbx5_combo_targets
